URL,Reason,Status
http://www.jidajia.com/kaishu/1407226.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407231.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407238.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407243.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407280.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407295.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407302.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407305.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407350.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407803.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407836.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1407850.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1410508.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1411685.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1411813.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1411840.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1411887.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1411908.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413067.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413071.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413077.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413079.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413108.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413230.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413249.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413271.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413320.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413640.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413749.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1413953.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1414028.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1414073.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1414123.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1414160.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1414211.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416220.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416229.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416281.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416363.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416519.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416571.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416649.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416690.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416743.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416795.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416859.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1416931.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1417071.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418004.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418084.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418149.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418155.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418287.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1418776.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419038.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419337.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419378.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419434.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419476.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419516.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419643.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1419679.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420171.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420230.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420303.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420314.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420360.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420423.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420490.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420666.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420706.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420762.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420802.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420877.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420922.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1420969.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421014.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421102.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421147.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421437.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421614.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1421664.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422134.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422179.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422185.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422636.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422695.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422748.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422791.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422831.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422917.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1422981.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423017.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423059.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423099.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423155.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423191.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423248.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423308.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423361.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423414.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423459.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423507.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1423517.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1424621.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1424684.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425765.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425810.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425869.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425903.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425971.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1425980.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1426089.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1426173.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427404.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427516.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427558.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427612.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427650.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427692.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427705.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427739.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427830.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427870.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1427975.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428020.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428056.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428123.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428505.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428583.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428754.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428857.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428914.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1428980.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429038.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429096.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429143.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429237.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429294.html,dict['connection_error'],N
http://www.jidajia.com/kaishu/1429301.html,dict['connection_error'],N
